,PUBCHEM_SUBSTANCE_ID,PUBCHEM_EXT_DATASOURCE_REGID,smiles,smiles2
15915,87570458,G0279,O=C1OCC(CO)O1,C=CC1=C(C)c2cc3[n-]c(cc4nc(cc5[n-]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
15916,87570457,G0278,NC(=O)CC[C@@H](N)C(=O)O,Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2
15917,87570456,G0277,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Zn+2],C[C@@H]1CC[C@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@]3(C)[C@H]1[C@H]2C
15918,87570455,G0276,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mg+2],COc1ccc2c(c1)[nH]c1c(C)nccc12
15919,87570454,G0275,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Cu+2],COc1ccc2c(c1)[nH]c1c(C)nccc12
15920,87570453,G0274,OC[C@H]1OC=C[C@@H](O)[C@@H]1O,c1ccc(C(OC[C@@H]2CO2)(c2ccccc2)c2ccccc2)cc1
15921,87570452,G0273,OC[C@H]1OC=C[C@@H](O)[C@H]1O,c1ccc(C(OC[C@H]2CO2)(c2ccccc2)c2ccccc2)cc1
15922,87570451,D3704,CC(C)(C)P(Cl)C(C)(C)C.CC(C)(C)P(Cl)C(C)(C)C.[Cl-].[Cl-].[Cl-].[Cl-].[Pd+2].[Pd+2],CCCC(=O)OC[C@@H]1CO1
15923,87570450,C1882,Cc1oc(=O)oc1CCl,CCCC(=O)OC[C@H]1CO1
15924,87570449,B3454,NCCc1ccc(Br)cc1,COC[C@@H]1CO1
15925,87570448,B3303,CC(C)(C)OC(=O)N[C@H](Cc1ccc(F)cc1)C(=O)O,COC[C@H]1CO1
15926,87570447,A2256,O=S(=O)([O-])c1ccc(N=Nc2ccc(N=Nc3c(O)c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])ccc34)c(S(=O)(=O)[O-])c2)cc1.[Na+].[Na+].[Na+].[Na+],O=C1OCC(CO)O1
15927,87570446,A2131,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(N)cc1)C(=O)O,NC(=O)CC[C@@H](N)C(=O)O
15928,87570445,G0272,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
15929,87570444,G0271,CCOC(=O)CCCC(=O)O,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
15930,87570443,G0270,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C.[K+].[K+],O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
15931,87570442,G0269,O=C1CCCC(=O)N1,OC[C@H]1OC=C[C@@H](O)[C@@H]1O
15932,87570441,G0267,OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,OC[C@H]1OC=C[C@@H](O)[C@H]1O
15933,87570440,G0266,CSC(=N)N.N=C(N)N[C@@H](CCC(=O)O)C(=O)O,CC(C)(C)P(Cl)C(C)(C)C
15934,87570439,G0265,N=C(N)N[C@@H](CCC(=O)O)C(=O)O,Cc1oc(=O)oc1CCl
15935,87570438,G0264,,NCCc1ccc(Br)cc1
15936,87570436,G0261,CO[Si](C)(CCCOCC1CO1)OC,CC(C)(C)OC(=O)N[C@H](Cc1ccc(F)cc1)C(=O)O
15937,87570435,G0259,CCSC(SCC)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,O=S(=O)([O-])c1ccc(N=Nc2ccc(N=Nc3c(O)c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])ccc34)c(S(=O)(=O)[O-])c2)cc1
15938,87570434,G0258,COC(=O)CCCC(=O)O,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(N)cc1)C(=O)O
15939,87570433,G0257,CC(=O)OC[C@H]1OC(OCCOCCOCCN=[N+]=[N-])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
15940,87570432,G0255,CC(C)OCC1CO1,CCOC(=O)CCCC(=O)O
15941,87570431,G0254,CC(C)(C)OC(=O)CN.Cl,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
15942,87570430,G0253,Cl.NCC(N)=O,O=C1CCCC(=O)N1
15943,87570429,G0252,NC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
15944,87570428,G0251,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,N=C(N)N[C@@H](CCC(=O)O)C(=O)O
15945,87570427,G0250,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1.[Na+],N=C(N)N[C@@H](CCC(=O)O)C(=O)O
15947,87570425,G0247,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CO[Si](C)(CCCOCC1CO1)OC
15948,87570424,G0246,COC(=O)CN.Cl,CCSC(SCC)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
15949,87570423,G0245,O=C(O)CCCC(=O)O,COC(=O)CCCC(=O)O
15950,87570422,G0244,OC1COCOC1.OCC1COCO1,CC(=O)OC[C@H]1OC(OCCOCCOCCN=[N+]=[N-])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O
15951,87570421,G0243,O=C1NC2NC(=O)NC2N1,CC(C)OCC1CO1
15952,87570420,G0242,CCOC(=O)CO,CC(C)(C)OC(=O)CN
15953,87570419,G0241,CC(C)=CCC/C(C)=C/C#N,NCC(N)=O
15954,87570418,G0239,OC[C@@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,NC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
15955,87570417,G0238,Cl.N=C(N)Nc1ccc(C(=O)O)cc1,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O
15956,87570416,G0236,CC(=O)CC/C=C(\C)CCC=C(C)C,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1
15957,87570415,G0235,O=C1O[C@H]([C@@H](O)CO)[C@H](O)[C@@H]1O,N=C(N)Nc1ccc(C(=O)O)cc1
15958,87570414,G0234,N=C(N)NC(N)=S,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O
15959,87570413,G0233,COc1cc(C(O)C(CO)Oc2ccccc2OC)ccc1O,COC(=O)CN
15960,87570412,G0232,O=C([O-])C(O)CO.O=C([O-])C(O)CO.[Ca+2],O=C(O)CCCC(=O)O
15961,87570411,G0230,N#CS.N=C(N)N,OC1COCOC1
15962,87570410,G0229,O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O,O=C1NC2NC(=O)NC2N1
15963,87570409,G0228,Cc1ccc(C(C)C)cc2c(C)ccc1-2,CCOC(=O)CO
15964,87570408,G0226,OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@H]1O,CC(C)=CCC/C(C)=C/C#N
15965,87570407,G0225,CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,OC[C@@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
15966,87570406,G0223,NC(=O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,N=C(N)Nc1ccc(C(=O)O)cc1
15967,87570405,G0222,Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(/N=N/c3cc([N+](=O)[O-])cc(Cl)c3O)c(O)c12,CC(=O)CC/C=C(\C)CCC=C(C)C
15968,87570404,G0221,C=CC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,O=C1O[C@H]([C@@H](O)CO)[C@H](O)[C@@H]1O
15969,87570403,G0220,O=C(O)CNC(=O)c1cc(O)ccc1O,N=C(N)NC(N)=S
15970,87570402,G0218,CC(C)=CCC/C(C)=C/COC=O,COc1cc(C(O)C(CO)Oc2ccccc2OC)ccc1O
15971,87570401,G0217,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)[O-])CC[C@]3(C)CC[C@]21C.[Na+].[Na+].[Na+],O=C([O-])C(O)CO
15972,87570400,G0216,CCOC(OCC)C(O)CO,N=C(N)N
15973,87570399,G0215,NCC(=O)[O-].NCC(=O)[O-].[Zn+2],O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O
15974,87570398,G0214,O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na+],Cc1ccc(C(C)C)cc2c(C)ccc1-2
15975,87570397,G0213,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@H]1O
15976,87570396,G0212,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
15977,87570394,G0210,CO[Si](CCCOCC1CO1)(OC)OC,NC(=O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
15978,87570392,G0207,C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O.[Na+],Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(/N=N/c3cc([N+](=O)[O-])cc(Cl)c3O)c(O)c12
15979,87570391,G0206,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,C=CC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
15980,87570390,G0205,CC(C)COC(=O)c1cc(O)c(O)c(O)c1,O=C(O)CNC(=O)c1cc(O)ccc1O
15981,87570388,G0203,COCC1CO1,CC(C)=CCC/C(C)=C/COC=O
15982,87570387,G0202,O=C(Cl)CCCC(=O)Cl,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)[O-])CC[C@]3(C)CC[C@]21C
15983,87570386,G0201,C(=C/C=N/c1ccccc1)\C=C\Nc1ccccc1.Cl,CCOC(OCC)C(O)CO
15984,87570385,G0200,O=C([O-])CO.O=C([O-])CO.[Ca+2],NCC(=O)[O-]
15985,87570384,G0199,COC(=O)CO,O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
15986,87570383,G0197,Cl.N=C(N)N,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
15987,87570382,G0196,O=C(O)CO,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
15988,87570381,G0195,O=P([O-])([O-])OC(CO)CO.[Na+].[Na+],CO[Si](CCCOCC1CO1)(OC)OC
15989,87570380,G0193,Cl.NCC(N)=O,C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
15990,87570379,G0190,NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
15991,87570378,G0189,C=CCOCC(O)CO,CC(C)COC(=O)c1cc(O)c(O)c(O)c1
15992,87570377,G0188,N[C@@H](CCC(=O)O)C(=O)[O-].[Na+],COCC1CO1
15993,87570376,G0186,CCCCOC(=O)c1cc(O)c(O)c(O)c1,O=C(Cl)CCCC(=O)Cl
15994,87570375,G0185,COC(=O)CCCC(=O)OC,C(=C/C=N/c1ccccc1)\C=C\Nc1ccccc1
15995,87570374,G0184,CCOC(=O)CCCC(=O)OCC,O=C([O-])CO
15996,87570373,G0182,NCC(=O)NC(CO)C(=O)O,COC(=O)CO
15997,87570372,G0181,CC(C)C[C@H](NC(=O)CN)C(=O)O,N=C(N)N
15998,87570371,G0179,CCOC(=O)CC[C@H](N)C(=O)OCC.Cl,O=C(O)CO
15999,87570370,G0178,C[N+](C)=c1ccc2nc3c(C(=O)[O-])cc(O)c(O)c3oc-2c1,O=P([O-])([O-])OC(CO)CO
16000,87570369,G0177,,NCC(N)=O
16001,87570368,G0176,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1.[Na+],NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
16002,87570367,G0173,Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3OP(=O)([O-])O)c2n1.Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](OP(=O)([O-])O)[C@H]3O)c2n1.[Na+].[Na+],C=CCOCC(O)CO
16003,87570366,G0172,Nc1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+],N[C@@H](CCC(=O)O)C(=O)[O-]
16004,87570365,G0171,Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,CCCCOC(=O)c1cc(O)c(O)c(O)c1
16005,87570364,G0170,Cl.Nc1nc(O)c2nc[nH]c2n1,COC(=O)CCCC(=O)OC
16006,87570363,G0169,Nc1nc2[nH]cnc2c(=O)[nH]1,CCOC(=O)CCCC(=O)OCC
16007,87570362,G0168,Nc1nc(O)c2nc[nH]c2n1.Nc1nc(O)c2nc[nH]c2n1.O=S(=O)(O)O,NCC(=O)NC(CO)C(=O)O
16008,87570361,G0167,N=C(N)NCC(=O)O,CC(C)C[C@H](NC(=O)CN)C(=O)O
16009,87570360,G0166,N=C(N)N.N=C(N)N.O=S(=O)(O)O,CCOC(=O)CC[C@H](N)C(=O)OCC
16010,87570359,G0165,N=C(N)N.N=C(N)N.O=P(O)(O)O,C[N+](C)=c1ccc2nc3c(C(=O)[O-])cc(O)c(O)c3oc-2c1
16012,87570356,G0161,N=C(N)N.N=C(N)N.O=C(O)O,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1
16013,87570355,G0160,COc1cc(S(=O)(=O)[O-])ccc1O.[K+],Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3OP(=O)([O-])O)c2n1
16014,87570354,G0159,COc1ccccc1OCC(O)CO,Nc1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2n1
16015,87570353,G0158,O=S(=O)([O-])c1ccc(/N=N/c2c(O)ccc3ccccc23)cc1.[Na+],Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
16016,87570352,G0154,O=S(=O)([O-])C(O)C(O)S(=O)(=O)[O-].[Na+].[Na+],Nc1nc(O)c2nc[nH]c2n1
16017,87570351,G0153,Oc1ccccc1/N=C/C=N/c1ccccc1O,Nc1nc2[nH]cnc2c(=O)[nH]1
16018,87570350,G0152,O=CC=O,Nc1nc(O)c2nc[nH]c2n1
16019,87570349,G0151,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C.[NH4+],N=C(N)NCC(=O)O
16020,87570348,G0150,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,N=C(N)N
16021,87570347,G0149,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,N=C(N)N
16022,87570346,G0148,CC(C)[C@@H](NC(=O)CN)C(=O)O,N=C(N)N
16023,87570344,G0146,CC(C)[C@@H](NC(=O)CN)C(=O)O,N=C(N)N
16024,87570343,G0145,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,COc1cc(S(=O)(=O)[O-])ccc1O
16025,87570342,G0144,NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,COc1ccccc1OCC(O)CO
16026,87570341,G0143,C[C@@H](O)[C@H](NC(=O)CN)C(=O)O,O=S(=O)([O-])c1ccc(/N=N/c2c(O)ccc3ccccc23)cc1
16027,87570340,G0142,CC(O)C(NC(=O)CN)C(=O)O,O=S(=O)([O-])C(O)C(O)S(=O)(=O)[O-]
16028,87570339,G0141,C[C@H](O)[C@@H](NC(=O)CN)C(=O)O,Oc1ccccc1/N=C/C=N/c1ccccc1O
16029,87570336,G0138,CN(CC(=O)O)C(=O)CN,O=CC=O
16030,87570335,G0137,NCC(=O)N1CCC[C@H]1C(=O)O,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
16031,87570334,G0136,NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
16032,87570333,G0135,NCC(=O)NC(Cc1ccccc1)C(=O)O,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
16033,87570332,G0134,CCCC(NC(=O)CN)C(=O)O,CC(C)[C@@H](NC(=O)CN)C(=O)O
16034,87570331,G0133,CCCCC(NC(=O)CN)C(=O)O,CC(C)[C@@H](NC(=O)CN)C(=O)O
16035,87570330,G0131,CC(C)CC(NC(=O)CN)C(=O)O,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
16036,87570329,G0130,CC(C)C[C@@H](NC(=O)CN)C(=O)O,NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
16037,87570328,G0129,CC[C@H](C)[C@H](NC(=O)CN)C(=O)O,C[C@@H](O)[C@H](NC(=O)CN)C(=O)O
16038,87570327,G0127,NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,CC(O)C(NC(=O)CN)C(=O)O
16039,87570326,G0126,NCC(=O)NCC(=O)NCC(=O)O,C[C@H](O)[C@@H](NC(=O)CN)C(=O)O
16040,87570325,G0125,Cl.NCC(=O)NCC(=O)O,CN(CC(=O)O)C(=O)CN
16041,87570324,G0124,NCC(=O)NCC(=O)O,NCC(=O)N1CCC[C@H]1C(=O)O
16042,87570323,G0123,NCC(=O)N[C@@H](CCC(=O)O)C(=O)O,NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O
16043,87570322,G0121,NCC(=O)N[C@@H](CC(=O)O)C(=O)O,NCC(=O)NC(Cc1ccccc1)C(=O)O
16044,87570321,G0120,NCC(=O)NC(CC(=O)O)C(=O)O,CCCC(NC(=O)CN)C(=O)O
16045,87570319,G0118,NCC(=O)N[C@@H](CC(N)=O)C(=O)O,CCCCC(NC(=O)CN)C(=O)O
16046,87570318,G0117,NCC(=O)NC(CC(N)=O)C(=O)O,CC(C)CC(NC(=O)CN)C(=O)O
16047,87570317,G0116,NCC(=O)N[C@H](CC(N)=O)C(=O)O,CC(C)C[C@@H](NC(=O)CN)C(=O)O
16048,87570316,G0115,NCC(=O)NCCCC(=O)O,CC[C@H](C)[C@H](NC(=O)CN)C(=O)O
16049,87570315,G0114,CCC(NC(=O)CN)C(=O)O,NCC(=O)NCC(=O)NCC(=O)NCC(=O)O
16050,87570314,G0113,C[C@H](NC(=O)CN)C(=O)O,NCC(=O)NCC(=O)NCC(=O)O
16051,87570313,G0112,CC(NC(=O)CN)C(=O)O,NCC(=O)NCC(=O)O
16052,87570312,G0111,O=C([O-])CO.[Na+],NCC(=O)NCC(=O)O
16053,87570311,G0110,O=C(O)CO,NCC(=O)N[C@@H](CCC(=O)O)C(=O)O
16054,87570309,G0103,Cl.NCC(=O)O,NCC(=O)N[C@@H](CC(=O)O)C(=O)O
16055,87570308,G0102,CCOC(=O)CN.Cl,NCC(=O)NC(CC(=O)O)C(=O)O
16056,87570307,G0100,O=C1CNC(=O)CN1,NCC(=O)N[C@@H](CC(N)=O)C(=O)O
16057,87570306,G0099,NCC(=O)O,NCC(=O)NC(CC(N)=O)C(=O)O
16058,87570305,G0098,c1ccc(OCC2CO2)cc1,NCC(=O)N[C@H](CC(N)=O)C(=O)O
16059,87570304,G0097,O=P([O-])([O-])OC(CO)CO.[Na+].[Na+],NCC(=O)NCCCC(=O)O
16060,87570303,G0096,O=P([O-])([O-])OCC(O)CO.[Na+].[Na+],CCC(NC(=O)CN)C(=O)O
16061,87570302,G0095,O=P([O-])([O-])OC(CO)CO.O=P([O-])([O-])OCC(O)CO.[Ca+2].[Ca+2],C[C@H](NC(=O)CN)C(=O)O
16062,87570301,G0091,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,CC(NC(=O)CN)C(=O)O
16063,87570300,G0090,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,O=C([O-])CO
16064,87570299,G0089,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,O=C(O)CO
16065,87570298,G0088,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,NCC(=O)O
16066,87570297,G0087,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCOC(=O)CN
16067,87570296,G0086,CC(=O)OCC(COC(C)=O)OC(C)=O,O=C1CNC(=O)CN1
16068,87570295,G0085,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,NCC(=O)O
16069,87570294,G0083,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,c1ccc(OCC2CO2)cc1
16070,87570293,G0082,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO,O=P([O-])([O-])OC(CO)CO
16071,87570292,G0081,CCCCCCCCCCCC(=O)OCC(O)CO,O=P([O-])([O-])OCC(O)CO
16072,87570291,G0080,CC(=O)OC(CO)CO.CC(=O)OCC(O)CO,O=P([O-])([O-])OC(CO)CO
16073,87570290,G0079,CCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
16074,87570289,G0077,CC(=O)OCC(O)COC(C)=O,CCC(=O)OCC(COC(=O)CC)OC(=O)CC
16075,87570287,G0074,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC
16076,87570286,G0073,N[C@@H](CCC(=O)NC(CSSCC(NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC
16077,87570285,G0072,N#CCCCC#N,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
16078,87570284,G0071,O=C1CCCC(=O)O1,CC(=O)OCC(COC(C)=O)OC(C)=O
16079,87570283,G0070,O=C([O-])CCCC(=O)[O-].[Na+].[Na+],CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
16080,87570282,G0069,O=C(O)CCCC(=O)O,CCCCCCCCCCCCCCCC(=O)OCC(O)CO
16081,87570281,G0068,O=CCCCC=O,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO
16082,87570280,G0067,O=CCCCC=O,CCCCCCCCCCCC(=O)OCC(O)CO
16083,87570279,G0066,,CC(=O)OC(CO)CO
16084,87570278,G0065,N[C@@H](CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,CCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCC
16085,87570277,G0063,NC(=O)CC[C@H](N)C(=O)O,CC(=O)OCC(O)COC(C)=O
16086,87570276,G0062,NC(=O)CCC(N)C(=O)O,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O
